"ensembl_gene_id"	"symbol"	"chromosome_name"	"start_position"	"end_position"
"35028"	"ENSMUSG00000114751"	"5430425E15Rik"	"14"	23569730	23570912
"35029"	"ENSMUSG00000065305"	"Gm23246"	"19"	8702958	8703024
"35030"	"ENSMUSG00000065087"	"Snord22"	"19"	8703230	8703355
"35031"	"ENSMUSG00000100100"	"Gm29626"	"14"	23610316	23614657
"35032"	"ENSMUSG00000108436"	"Gm44851"	"7"	80054017	80056325
"35033"	"ENSMUSG00000042729"	"Wdr74"	"19"	8713191	8717988
"35034"	"ENSMUSG00000121499"	""	"15"	75002080	75006984
"35035"	"ENSMUSG00000114953"	"4930519K11Rik"	"14"	24053912	24058403
"35036"	"ENSMUSG00000059851"	"Kmt5c"	"7"	4743114	4750513
"35037"	"ENSMUSG00000114722"	"Gm31392"	"14"	24094411	24125976
"35038"	"ENSMUSG00000090381"	"Gm6158"	"14"	24119802	24120705
"35039"	"ENSMUSG00000118519"	"Gm52992"	"14"	24132189	24206278
"35040"	"ENSMUSG00000105723"	"Mir7210"	"14"	24138945	24138998
"35041"	"ENSMUSG00000118498"	"Gm52991"	"14"	24157316	24163272
"35042"	"ENSMUSG00000046337"	"Fam178b"	"1"	36601773	36722264
"35043"	"ENSMUSG00000002319"	"Ipo4"	"14"	55862857	55873414
"35044"	"ENSMUSG00000075517"	"Cyp2d37-ps"	"15"	82573019	82577202
"35045"	"ENSMUSG00000121506"	""	"15"	82572932	82577349
"35046"	"ENSMUSG00000020361"	"Hspa4"	"11"	53150641	53191284
"35047"	"ENSMUSG00000102953"	"Gm37019"	"12"	102555536	102557669
"35048"	"ENSMUSG00000095174"	"Gm20069"	"12"	102578939	102584810
"35049"	"ENSMUSG00000096751"	"Gm28373"	"12"	102639276	102693592
"35050"	"ENSMUSG00000089324"	"Mir1936"	"12"	102651187	102651279
"35051"	"ENSMUSG00000100006"	"Gm21971"	"12"	102686236	102693581
"35052"	"ENSMUSG00000041716"	"Gm20604"	"12"	102707991	102724931
"35053"	"ENSMUSG00000032403"	"2300009A05Rik"	"9"	63301729	63306528
"35054"	"ENSMUSG00000096458"	"Moap1"	"12"	102708489	102709920
"35055"	"ENSMUSG00000090840"	"Tex54"	"19"	8718082	8718589
"35056"	"ENSMUSG00000042757"	"Tmem108"	"9"	103360146	103639036
"35057"	"ENSMUSG00000010110"	"Stx5a"	"19"	8718777	8733433
"35058"	"ENSMUSG00000046675"	"Tmem251"	"12"	102710021	102713820
"35059"	"ENSMUSG00000091931"	"Gon7"	"12"	102719534	102724062
"35060"	"ENSMUSG00000041712"	"Ubr7"	"12"	102724226	102743966
"35061"	"ENSMUSG00000113068"	"Gm48133"	"13"	96679501	96680160
"35062"	"ENSMUSG00000113842"	"Gm48138"	"13"	96692740	96695619
"35063"	"ENSMUSG00000113379"	"Gm46436"	"13"	96713138	96714431
"35064"	"ENSMUSG00000114193"	"Gm48139"	"13"	96742185	96746099
"35065"	"ENSMUSG00000018239"	"Zcchc10"	"11"	53215506	53224128
"35066"	"ENSMUSG00000021670"	"Hmgcr"	"13"	96785475	96807444
"35067"	"ENSMUSG00000082263"	"Gm11188"	"11"	53236117	53236504
"35068"	"ENSMUSG00000099665"	"Gm29482"	"1"	92686935	92688202
"35069"	"ENSMUSG00000049470"	"Aff4"	"11"	53241660	53312657
"35070"	"ENSMUSG00000111278"	"Gm32743"	"9"	103398986	103423176
"35071"	"ENSMUSG00000100781"	"Gm29481"	"1"	92748680	92765618
"35072"	"ENSMUSG00000031271"	"Serpina7"	"X"	137980006	137985985
"35073"	"ENSMUSG00000089906"	"Gm6428"	"1"	36640883	36641227
"35074"	"ENSMUSG00000086539"	"Gm16759"	"9"	63305883	63475973
"35075"	"ENSMUSG00002075377"	"Gm56095"	"1"	36703046	36703120
"35076"	"ENSMUSG00000114106"	"Gm47042"	"12"	102730582	102730971
"35077"	"ENSMUSG00000061518"	"Cox5b"	"1"	36730530	36732762
"35078"	"ENSMUSG00000041702"	"Btbd7"	"12"	102747056	102844730
"35079"	"ENSMUSG00002076725"	"Gm55827"	"9"	103404016	103404118
"35080"	"ENSMUSG00000102257"	"Gm37649"	"9"	103418502	103420733
"35081"	"ENSMUSG00000099616"	"4932413F04Rik"	"9"	103434289	103443090
"35082"	"ENSMUSG00000102441"	"Gm38032"	"9"	103475775	103477363
"35083"	"ENSMUSG00000100266"	"Gm5372"	"9"	103765208	103765616
"35084"	"ENSMUSG00000099722"	"Gm29154"	"9"	103765622	103837575
"35085"	"ENSMUSG00000116354"	"Cyp2d38-ps"	"15"	82589777	82591466
"35086"	"ENSMUSG00000107878"	"Gm44106"	"6"	137568975	137570573
"35087"	"ENSMUSG00000121507"	""	"15"	82577609	82591571
"35088"	"ENSMUSG00000030224"	"Strap"	"6"	137712076	137728930
"35089"	"ENSMUSG00000034220"	"Gpc1"	"1"	92759367	92788501
"35090"	"ENSMUSG00000121214"	"Gm56746"	"15"	3280747	3281205
"35091"	"ENSMUSG00000072584"	"Gm7489"	"15"	53748302	53749993
"35092"	"ENSMUSG00000081664"	"Gm15544"	"7"	80078958	80080488
"35093"	"ENSMUSG00000097938"	"Gm26933"	"15"	53897902	53899378
"35094"	"ENSMUSG00000099031"	"Mir7240"	"8"	71250779	71250836
"35095"	"ENSMUSG00000054342"	"Kcnn4"	"7"	24069688	24086115
"35096"	"ENSMUSG00000000791"	"Il12rb1"	"8"	71261093	71274068
"35097"	"ENSMUSG00000116307"	"Gm49490"	"15"	78415259	78417007
"35098"	"ENSMUSG00000008226"	"Scrn3"	"2"	73142945	73168162
"35099"	"ENSMUSG00000022440"	"C1qtnf6"	"15"	78407546	78415616
"35100"	"ENSMUSG00000031270"	"4930513O06Rik"	"X"	137986992	137994154
"35101"	"ENSMUSG00000042525"	"4933428M09Rik"	"X"	138079977	138081758
"35102"	"ENSMUSG00000083180"	"Gm15007"	"X"	138102091	138102800
"35103"	"ENSMUSG00000030225"	"Dera"	"6"	137731544	137834338
"35104"	"ENSMUSG00000042515"	"Pwwp3b"	"X"	138110791	138139084
"35105"	"ENSMUSG00000064373"	"Selenop"	"15"	3298029	3309990
"35106"	"ENSMUSG00000101995"	"Gm29480"	"1"	92769899	92776493
"35107"	"ENSMUSG00000065470"	"Mir149"	"1"	92778100	92778165
"35108"	"ENSMUSG00000037351"	"Actr1b"	"1"	36737195	36753503
"35109"	"ENSMUSG00000030670"	"Cyp2r1"	"7"	114148917	114162207
"35110"	"ENSMUSG00000115232"	"Gm49378"	"14"	55866533	55875352
"35111"	"ENSMUSG00000113907"	"Gm47167"	"12"	102804367	102841150
"35112"	"ENSMUSG00000064719"	"Gm25930"	"11"	53281229	53281335
"35113"	"ENSMUSG00000105908"	"Mir6920"	"11"	53300024	53300094
"35114"	"ENSMUSG00000036216"	"Leap2"	"11"	53313008	53313997
"35115"	"ENSMUSG00000113067"	"Gm47166"	"12"	102826000	102827708
"35116"	"ENSMUSG00000021838"	"Samd4"	"14"	47120311	47343272
"35117"	"ENSMUSG00000114184"	"Gm7143"	"12"	102832890	102833748
"35118"	"ENSMUSG00000043319"	"Cox8c"	"12"	102865575	102866785
"35119"	"ENSMUSG00000094326"	"Gm10045"	"17"	29527112	29527594
"35120"	"ENSMUSG00000044894"	"Uqcrq"	"11"	53318749	53321658
"35121"	"ENSMUSG00002075821"	"Gm54856"	"12"	102954088	102954222
"35122"	"ENSMUSG00000042790"	"Rnf214"	"9"	45774723	45818209
"35123"	"ENSMUSG00000113706"	"Gm47201"	"12"	102994208	102994671
"35124"	"ENSMUSG00000024011"	"Pi16"	"17"	29536654	29549567
"35125"	"ENSMUSG00000113881"	"Gm18592"	"12"	83789536	83789811
"35126"	"ENSMUSG00000113351"	"Gm48575"	"13"	96813977	96814631
"35127"	"ENSMUSG00000002910"	"Arrdc2"	"8"	71287773	71292364
"35128"	"ENSMUSG00000113879"	"Gm48580"	"13"	96912974	96914438
"35129"	"ENSMUSG00000113999"	"Gm47681"	"12"	83805718	83806120
"35130"	"ENSMUSG00000114182"	"Gm47019"	"13"	28256044	28274857
"35131"	"ENSMUSG00000033075"	"Senp1"	"15"	97936625	97991625
"35132"	"ENSMUSG00000017064"	"Prl5a1"	"13"	28326467	28335594
"35133"	"ENSMUSG00000037683"	"Armc3"	"2"	19204113	19315052
"35134"	"ENSMUSG00000021223"	"Papln"	"12"	83810408	83839156
"35135"	"ENSMUSG00000046207"	"Pik3r6"	"11"	68393845	68443524
"35136"	"ENSMUSG00000102416"	"4933424G06Rik"	"1"	36749230	36797034
"35137"	"ENSMUSG00000113061"	"Rps18-ps5"	"13"	28441511	28442117
"35138"	"ENSMUSG00000113418"	"Gm47172"	"13"	28469552	28493881
"35139"	"ENSMUSG00000113216"	"Gm40841"	"13"	28578436	28604049
"35140"	"ENSMUSG00000051811"	"Cox6b2"	"7"	4754791	4756093
"35141"	"ENSMUSG00000114926"	"Gm2379"	"13"	97647712	97652238
"35142"	"ENSMUSG00000114415"	"Gm41030"	"13"	97659708	97663963
"35143"	"ENSMUSG00000114837"	"Gm48090"	"13"	97678220	97679843
"35144"	"ENSMUSG00000104237"	"Gm33533"	"1"	36778129	36783873
"35145"	"ENSMUSG00000110235"	"Gm5086"	"13"	97696405	97720504
"35146"	"ENSMUSG00000034212"	"Ankmy1"	"1"	92787525	92830628
"35147"	"ENSMUSG00000114599"	"Gm48070"	"13"	97746044	97746325
"35148"	"ENSMUSG00000002908"	"Kcnn1"	"8"	71294693	71315902
"35149"	"ENSMUSG00000054944"	"5330416C01Rik"	"13"	97870006	97883919
"35150"	"ENSMUSG00000097346"	"Rps18-ps4"	"13"	97887620	97897473
"35151"	"ENSMUSG00000069117"	"Rps18-ps6"	"13"	97896580	97897140
"35152"	"ENSMUSG00000086807"	"Platr21"	"X"	138140975	138258514
"35153"	"ENSMUSG00000114294"	"Gm47577"	"13"	97927072	97929766
"35154"	"ENSMUSG00000114348"	"Gm41031"	"13"	97932670	97962393
"35155"	"ENSMUSG00000114474"	"Gm34388"	"13"	98002349	98013170
"35156"	"ENSMUSG00000114179"	"Eif1-ps2"	"13"	65061786	65062124
"35157"	"ENSMUSG00000056223"	"Spata31"	"13"	65065220	65071008
"35158"	"ENSMUSG00000081869"	"Gm15002"	"X"	138157673	138158360
"35159"	"ENSMUSG00000030269"	"Mtmr14"	"6"	113214804	113258353
"35160"	"ENSMUSG00000051257"	"Trap1a"	"X"	138234432	138238918
"35161"	"ENSMUSG00000081096"	"Gm12691"	"4"	98034302	98038498
"35162"	"ENSMUSG00000084205"	"Gm8061"	"X"	138259217	138260006
"35163"	"ENSMUSG00000113263"	"Gm4811"	"13"	65075756	65076975
"35164"	"ENSMUSG00000082388"	"Gm12692"	"4"	98122982	98123527
"35165"	"ENSMUSG00000083644"	"Gm12787"	"4"	98156320	98156812
"35166"	"ENSMUSG00000113807"	"Gm6888"	"13"	65146748	65148149
"35167"	"ENSMUSG00000082125"	"Gm14679"	"X"	61415699	61416420
"35168"	"ENSMUSG00000064883"	"Gm24203"	"4"	98163962	98164075
"35169"	"ENSMUSG00000046683"	"0610025J13Rik"	"4"	98209635	98220028
"35170"	"ENSMUSG00000031194"	"4931400O07Rik"	"X"	61511597	61512418
"35171"	"ENSMUSG00000074849"	"Spata31d1c"	"13"	65180872	65185818
"35172"	"ENSMUSG00000085757"	"Tslrn1"	"X"	61554145	61570617
"35173"	"ENSMUSG00000092518"	"Garin5b"	"7"	4756225	4774301
"35174"	"ENSMUSG00000081001"	"Gm14678"	"X"	61690331	61690812
"35175"	"ENSMUSG00000081765"	"Gm14677"	"X"	61729656	61730141
"35176"	"ENSMUSG00000087587"	"Gm15245"	"X"	168230826	168258909
"35177"	"ENSMUSG00000082144"	"Gm12788"	"4"	98240664	98240971
"35178"	"ENSMUSG00000033253"	"Szt2"	"4"	118219940	118266470
"35179"	"ENSMUSG00000090658"	"Prss47"	"13"	65192420	65200574
"35180"	"ENSMUSG00000065716"	"Gm25651"	"X"	168478777	168478895
"35181"	"ENSMUSG00000055357"	"Capza1b"	"X"	168559253	168562631
"35182"	"ENSMUSG00000038212"	"Mfsd14b"	"13"	65212477	65260789
"35183"	"ENSMUSG00000005763"	"Cd247"	"1"	165616250	165704846
"35184"	"ENSMUSG00000072844"	"G530011O06Rik"	"X"	168758039	168761913
"35185"	"ENSMUSG00000004371"	"Il11"	"7"	4775372	4785858
"35186"	"ENSMUSG00000087263"	"Gm15726"	"X"	168762043	168768228
"35187"	"ENSMUSG00000117592"	"Gm46603"	"17"	29538955	29541523
"35188"	"ENSMUSG00000086695"	"Gm15247"	"X"	168768797	168769935
"35189"	"ENSMUSG00000035299"	"Mid1"	"X"	168468195	168788732
"35190"	"ENSMUSG00000024012"	"Mtch1"	"17"	29551046	29566908
"35191"	"ENSMUSG00000013091"	"Tmem190"	"7"	4785936	4787340
"35192"	"ENSMUSG00000088325"	"Gm25668"	"15"	97967633	97967761
"35193"	"ENSMUSG00000033065"	"Pfkm"	"15"	97990470	98030332
"35194"	"ENSMUSG00000002210"	"Smg9"	"7"	24099044	24122203
"35195"	"ENSMUSG00000089917"	"Uckl1"	"2"	181210942	181226685
"35196"	"ENSMUSG00000018238"	"Gdf9"	"11"	53321850	53328731
"35197"	"ENSMUSG00000098844"	"Mir6992"	"19"	8720335	8720443
"35198"	"ENSMUSG00000114162"	"Gm3785"	"13"	65273692	65273893
"35199"	"ENSMUSG00000120219"	"Gm56637"	"19"	8732153	8734311
"35200"	"ENSMUSG00000108426"	"Or14p1"	"13"	65285903	65293861
"35201"	"ENSMUSG00000010097"	"Nxf1"	"19"	8734437	8748286
"35202"	"ENSMUSG00000049806"	"Or9s18"	"13"	65298054	65303966
"35203"	"ENSMUSG00000072963"	"Gm10447"	"11"	53345631	53347937
"35204"	"ENSMUSG00000048329"	"Mfsd6l"	"11"	68447012	68449071
"35205"	"ENSMUSG00000089161"	"Gm24130"	"13"	65306072	65306222
"35206"	"ENSMUSG00000032999"	"Nlrp4f"	"13"	65324925	65353791
"35207"	"ENSMUSG00000085937"	"Ccdc42os"	"11"	68474090	68477783
"35208"	"ENSMUSG00000045915"	"Ccdc42"	"11"	68477847	68488792
"35209"	"ENSMUSG00000018387"	"Shroom1"	"11"	53348032	53358593
"35210"	"ENSMUSG00000020887"	"A230052G05Rik"	"8"	71315771	71318072
"35211"	"ENSMUSG00000007721"	"Ccdc124"	"8"	71320871	71326579
"35212"	"ENSMUSG00000000792"	"Slc5a5"	"8"	71335533	71345401
"35213"	"ENSMUSG00000021224"	"Numb"	"12"	83840808	83968708
"35214"	"ENSMUSG00000045128"	"Rpl18a"	"8"	71347366	71350056
"35215"	"ENSMUSG00000030528"	"Blm"	"7"	80104481	80184867
"35216"	"ENSMUSG00000113500"	"Gm47249"	"13"	65359925	65362717
"35217"	"ENSMUSG00000110393"	"Gm36445"	"13"	65388738	65397980
"35218"	"ENSMUSG00000113946"	"Gm47250"	"13"	65391531	65391681
"35219"	"ENSMUSG00000113238"	"Gm47251"	"13"	65400518	65401517
"35220"	"ENSMUSG00000074847"	"Gm10775"	"13"	65407353	65408640
"35221"	"ENSMUSG00000112960"	"Gm47254"	"13"	65412491	65412692
"35222"	"ENSMUSG00000120981"	"Gm56590"	"13"	65425035	65426547
"35223"	"ENSMUSG00000021514"	"Zfp369"	"13"	65426628	65452035
"35224"	"ENSMUSG00000097150"	"Gm26513"	"15"	97991164	97993652
"35225"	"ENSMUSG00000048175"	"Asb8"	"15"	98032518	98063506
"35226"	"ENSMUSG00000085707"	"Gm12212"	"11"	53353206	53354440
"35227"	"ENSMUSG00000049427"	"Gm9837"	"11"	53360576	53361306
"35228"	"ENSMUSG00000044352"	"Sowaha"	"11"	53367400	53371101
"35229"	"ENSMUSG00000054450"	"Gm9945"	"11"	53370993	53371924
"35230"	"ENSMUSG00000085718"	"Rpl9-ps3"	"11"	53392011	53392586
"35231"	"ENSMUSG00000017686"	"Rhot1"	"11"	80099845	80158733
"35232"	"ENSMUSG00000098710"	"Mir7067"	"8"	71348152	71348214
"35233"	"ENSMUSG00000077563"	"Snora68"	"8"	71348403	71348533
"35234"	"ENSMUSG00000019261"	"Map1s"	"8"	71358576	71370173
"35235"	"ENSMUSG00000114016"	"Gm47258"	"13"	65437267	65438608
"35236"	"ENSMUSG00000114194"	"Gm3800"	"13"	65461572	65462125
"35237"	"ENSMUSG00000113990"	"Gm47263"	"13"	65480721	65480927
"35238"	"ENSMUSG00000114142"	"Gm47264"	"13"	65492941	65493096
"35239"	"ENSMUSG00000114917"	"Gm48250"	"13"	47034503	47038374
"35240"	"ENSMUSG00000084466"	"Gm22960"	"13"	47056065	47056168
"35241"	"ENSMUSG00000114449"	"Gm48325"	"13"	47098666	47099169
"35242"	"ENSMUSG00000051606"	"2010001K21Rik"	"13"	47133384	47164667
"35243"	"ENSMUSG00000029875"	"Ccdc184"	"15"	98065039	98068015
"35244"	"ENSMUSG00000075427"	"Or10ad1c"	"15"	98083894	98093423
"35245"	"ENSMUSG00002075928"	"Gm55727"	"6"	137896856	137896969
"35246"	"ENSMUSG00000044378"	"Slc15a5"	"6"	137960584	138056914
"35247"	"ENSMUSG00002075605"	"Gm54594"	"13"	47134196	47134324
"35248"	"ENSMUSG00000090129"	"Or10ad1"	"15"	98104852	98118937
"35249"	"ENSMUSG00000114858"	"Gm5790"	"13"	47163009	47164421
"35250"	"ENSMUSG00000044231"	"Nhlrc1"	"13"	47166033	47168326
"35251"	"ENSMUSG00000021376"	"Tpmt"	"13"	47175958	47198213
"35252"	"ENSMUSG00000028563"	"Tm2d1"	"4"	98243607	98271543
"35253"	"ENSMUSG00000059460"	"Or10ad1b"	"15"	98122189	98132331
"35254"	"ENSMUSG00000088248"	"Mir1969"	"8"	71378169	71378262
"35255"	"ENSMUSG00000023094"	"Msrb2"	"2"	19376251	19399787
"35256"	"ENSMUSG00000074252"	"Gm10654"	"8"	71384049	71385681
"35257"	"ENSMUSG00000048077"	"H1f7"	"15"	98153867	98155174
"35258"	"ENSMUSG00000101854"	"1700026F02Rik"	"8"	71400890	71538402
"35259"	"ENSMUSG00000022987"	"Zfp641"	"15"	98183466	98194042
"35260"	"ENSMUSG00000121571"	""	"X"	168699064	168710665
"35261"	"ENSMUSG00000047067"	"Dusp28"	"1"	92834703	92836157
"35262"	"ENSMUSG00000065602"	"Mirlet7f-2"	"X"	150695342	150695424
"35263"	"ENSMUSG00000065536"	"Mir98"	"X"	150696210	150696317
"35264"	"ENSMUSG00000082778"	"Gm15191"	"X"	150728364	150729363
"35265"	"ENSMUSG00002074937"	"Gm55954"	"8"	71571986	71572092
"35266"	"ENSMUSG00000110664"	"Aprt-ps"	"8"	71676593	71677097
"35267"	"ENSMUSG00002076803"	"Gm54539"	"X"	150768306	150768412
"35268"	"ENSMUSG00000035439"	"Haus8"	"8"	71701205	71725578
"35269"	"ENSMUSG00000025260"	"Hsd17b10"	"X"	150784841	150787438
"35270"	"ENSMUSG00000097251"	"5033417F24Rik"	"1"	92836100	92838486
"35271"	"ENSMUSG00000118799"	"Gm23402"	"1"	165637205	165637311
"35272"	"ENSMUSG00000026455"	"Klhl12"	"1"	134383269	134418756
"35273"	"ENSMUSG00000109733"	"Gm33940"	"2"	19432857	19435254
"35274"	"ENSMUSG00000087103"	"Gm13344"	"2"	19433915	19436794
"35275"	"ENSMUSG00000085388"	"Ptf1aos"	"2"	19446319	19451485
"35276"	"ENSMUSG00000030000"	"Add2"	"6"	86005663	86101391
"35277"	"ENSMUSG00000062037"	"Or8s16"	"15"	98207084	98215234
"35278"	"ENSMUSG00000026735"	"Ptf1a"	"2"	19450474	19452312
"35279"	"ENSMUSG00000051793"	"Or8s5"	"15"	98237903	98238868
"35280"	"ENSMUSG00000087734"	"Gm24646"	"9"	45790848	45790946
"35281"	"ENSMUSG00000056184"	"Or8s2"	"15"	98275580	98278827
"35282"	"ENSMUSG00000032558"	"Nphp3"	"9"	103879743	103921017
"35283"	"ENSMUSG00000115410"	"2810457G06Rik"	"14"	47121155	47122521
"35284"	"ENSMUSG00000114996"	"Gm48958"	"14"	47130977	47133940
"35285"	"ENSMUSG00000116514"	"Gm49443"	"15"	98281888	98282148
"35286"	"ENSMUSG00000099036"	"Mir378c"	"14"	47192287	47192385
"35287"	"ENSMUSG00000089870"	"Gm15562"	"14"	47198897	47203141
"35288"	"ENSMUSG00000030431"	"Tmem238"	"7"	4787556	4792655
"35289"	"ENSMUSG00000099353"	"1700031M16Rik"	"15"	98296300	98314149
"35290"	"ENSMUSG00000117924"	"Tmem223"	"19"	8748360	8749839
"35291"	"ENSMUSG00000072589"	"Gm10371"	"14"	47335136	47353618
"35292"	"ENSMUSG00000060227"	"Golm2"	"2"	121697451	121766701
"35293"	"ENSMUSG00000091989"	"Ndufab1-ps"	"7"	80157535	80158002
"35294"	"ENSMUSG00000118346"	"Tmem179b"	"19"	8749889	8751831
"35295"	"ENSMUSG00000062028"	"Irgc1"	"7"	24131347	24151722
"35296"	"ENSMUSG00000115207"	"Gm49132"	"14"	47353753	47357896
"35297"	"ENSMUSG00000037580"	"Gch1"	"14"	47391352	47426870
"35298"	"ENSMUSG00002076552"	"Gm55877"	"4"	98271639	98271728
"35299"	"ENSMUSG00000006392"	"Med8"	"4"	118266534	118272979
"35300"	"ENSMUSG00000030669"	"Calca"	"7"	114230713	114235592
"35301"	"ENSMUSG00000003680"	"Taf6l"	"19"	8751851	8763781
"35302"	"ENSMUSG00000115098"	"Gm49134"	"14"	47399834	47400091
"35303"	"ENSMUSG00000025257"	"Ribc1"	"X"	150787578	150799291
"35304"	"ENSMUSG00000115764"	"Gm18811"	"14"	47415340	47416003
"35305"	"ENSMUSG00000115566"	"Gm49136"	"14"	47437327	47437577
"35306"	"ENSMUSG00000002320"	"Tm9sf1"	"14"	55873422	55881263
"35307"	"ENSMUSG00000114376"	"Gm18807"	"13"	47177822	47178462
"35308"	"ENSMUSG00000038080"	"Kdm1b"	"13"	47196975	47238755
"35309"	"ENSMUSG00000002395"	"Use1"	"8"	71819492	71822376
"35310"	"ENSMUSG00000041133"	"Smc1a"	"X"	150799424	150845690
"35311"	"ENSMUSG00000042229"	"Rabif"	"1"	134422386	134436512
"35312"	"ENSMUSG00000077202"	"Gm25612"	"1"	134433076	134433201
"35313"	"ENSMUSG00000096712"	"Gm15454"	"1"	134445819	134446301
"35314"	"ENSMUSG00000101955"	"Tuba5-ps"	"1"	134447716	134451877
"35315"	"ENSMUSG00000024013"	"Fgd2"	"17"	29579888	29598635
"35316"	"ENSMUSG00000026117"	"Zap70"	"1"	36800879	36821899
"35317"	"ENSMUSG00000006390"	"Elovl1"	"4"	118285290	118290150
"35318"	"ENSMUSG00000108360"	"Gm36159"	"7"	24147779	24150752
"35319"	"ENSMUSG00000030432"	"Rpl28"	"7"	4795873	4798065
"35320"	"ENSMUSG00000030583"	"Sipa1l3"	"7"	29019797	29218066
"35321"	"ENSMUSG00000021377"	"Dek"	"13"	47238251	47259677
"35322"	"ENSMUSG00000114150"	"Gm46367"	"12"	83870229	83888861
"35323"	"ENSMUSG00000113141"	"Gm47748"	"12"	83894824	83895165
"35324"	"ENSMUSG00000113423"	"Gm3791"	"12"	83921889	83922656
"35325"	"ENSMUSG00000046367"	"Mgat4e"	"1"	134468679	134477420
"35326"	"ENSMUSG00000096953"	"Gm26571"	"12"	83991983	83998129
"35327"	"ENSMUSG00000097291"	"Gm18828"	"1"	36803944	36804955
"35328"	"ENSMUSG00000046791"	"Riox1"	"12"	83997382	83999725
"35329"	"ENSMUSG00000026269"	"Rnpepl1"	"1"	92838505	92852106
"35330"	"ENSMUSG00000022427"	"Tomm22"	"15"	79555062	79557601
"35331"	"ENSMUSG00000090843"	"Heatr4"	"12"	84001273	84031626
"35332"	"ENSMUSG00000083474"	"Gm15267"	"X"	150826045	150826508
"35333"	"ENSMUSG00000081306"	"Gm15266"	"X"	150893428	150894457
"35334"	"ENSMUSG00000021226"	"Acot2"	"12"	84034635	84040647
"35335"	"ENSMUSG00000087403"	"Kantr"	"X"	151077824	151110491
"35336"	"ENSMUSG00000120814"	"Gm56660"	"19"	8751900	8753092
"35337"	"ENSMUSG00000118261"	"Gm2518"	"19"	8753630	8753924
"35338"	"ENSMUSG00000071646"	"Mta2"	"19"	8919239	8929667
"35339"	"ENSMUSG00000115222"	"Gm49747"	"14"	55881061	55883809
"35340"	"ENSMUSG00000072949"	"Acot1"	"12"	84056264	84065145
"35341"	"ENSMUSG00000007591"	"Tssk4"	"14"	55887641	55889996
"35342"	"ENSMUSG00000101152"	"Gm28305"	"9"	103917861	103953078
"35343"	"ENSMUSG00000103062"	"Gm37200"	"9"	103920804	103922975
"35344"	"ENSMUSG00000006398"	"Cdc20"	"4"	118290098	118294549
"35345"	"ENSMUSG00000035382"	"Pcsk7"	"9"	45817795	45841024
"35346"	"ENSMUSG00000022426"	"Josd1"	"15"	79558452	79572120
"35347"	"ENSMUSG00000113844"	"Gm47943"	"12"	84070582	84070861
"35348"	"ENSMUSG00000052392"	"Acot4"	"12"	84085153	84095375
"35349"	"ENSMUSG00000041096"	"Tspyl2"	"X"	151119848	151125421
"35350"	"ENSMUSG00000103349"	"Gm36888"	"3"	147326447	147341283
"35351"	"ENSMUSG00000106285"	"Gm43574"	"3"	147835880	147847234
"35352"	"ENSMUSG00000077441"	"Gm23131"	"3"	148059723	148059854
"35353"	"ENSMUSG00000105718"	"Gm43576"	"3"	148160577	148161447
"35354"	"ENSMUSG00000103566"	"Gm38068"	"3"	148274700	148275239
"35355"	"ENSMUSG00000105934"	"Gm43575"	"3"	148358696	148359211
"35356"	"ENSMUSG00000116239"	"Gm49520"	"15"	79565303	79565523
"35357"	"ENSMUSG00000103420"	"Gm37537"	"3"	28378506	28380243
"35358"	"ENSMUSG00000092990"	"Mir466q"	"3"	28474092	28474167
"35359"	"ENSMUSG00000042535"	"Gtpbp1"	"15"	79575046	79605680
"35360"	"ENSMUSG00000113475"	"Gm49366"	"12"	84085285	84105800
"35361"	"ENSMUSG00000027690"	"Slc2a2"	"3"	28752052	28785508
"35362"	"ENSMUSG00000097762"	"4732463B04Rik"	"12"	84086243	84100581
"35363"	"ENSMUSG00000026734"	"4921504E06Rik"	"2"	19467648	19558725
"35364"	"ENSMUSG00000021228"	"Acot3"	"12"	84098918	84107176
"35365"	"ENSMUSG00000081921"	"Gm12858"	"4"	118298210	118298417
"35366"	"ENSMUSG00000041936"	"Agrn"	"4"	156249747	156281945
"35367"	"ENSMUSG00000114681"	"1700026N04Rik"	"13"	47259838	47262995
"35368"	"ENSMUSG00000114961"	"A930002C04Rik"	"13"	47297418	47302146
"35369"	"ENSMUSG00000114882"	"Gm48581"	"13"	47305833	47308484
"35370"	"ENSMUSG00000100632"	"9430060I03Rik"	"1"	92861248	92878312
"35371"	"ENSMUSG00000117427"	"Gm36199"	"17"	29651809	29685241
"35372"	"ENSMUSG00000026270"	"Capn10"	"1"	92862098	92875663
"35373"	"ENSMUSG00000042540"	"Acot5"	"12"	84116099	84122794
"35374"	"ENSMUSG00000002396"	"Ocel1"	"8"	71823942	71832005
"35375"	"ENSMUSG00000056679"	"Gpr173"	"X"	151126594	151151700
"35376"	"ENSMUSG00000044515"	"Gm8385"	"12"	84133773	84134415
"35377"	"ENSMUSG00000043487"	"Acot6"	"12"	84147428	84158123
"35378"	"ENSMUSG00000041115"	"Iqsec2"	"X"	150927193	151008232
"35379"	"ENSMUSG00000099329"	"Gm28052"	"17"	29768773	29900986
"35380"	"ENSMUSG00002076141"	"Gm56104"	"2"	121722052	121722165
"35381"	"ENSMUSG00000002393"	"Nr2f6"	"8"	71826767	71834604
"35382"	"ENSMUSG00000070522"	"Gm6505"	"3"	28818862	28819509
